id,artisanName,address,city,phone,email,website,category,region,county
384,Blue Blaze Brewing,528 S Turner Ave,Charlotte,980-859-2586,info@blueblazebrewing.com,http://www.blueblazebrewing.com/,Beer,Piedmont,Mecklenburg
385,Orianna Naturals,241 Great Sky Valley,Todd,336-877-1560,tina@oriannabath.com,https://oriannabath.com/,Health & Beauty,Mountains,Watauga
386,Sea Love Sea Salt Co,PO Box 1171,Wrightsville Beach,910-622-2236,sealovesalt@gmail.com,http://www.sealoveseasalt.com/,Condiments,Tidewater,New Hanover
387,Outer Banks SeaSalt,,Grandy,252-457-0200,salty@obxseasalt.com,https://www.obxseasalt.com/,Condiments,Tidewater,Currituck
388,Hatteras Saltworks,,Buxton,,seasalt@hatterassaltworks.com,https://hatterassaltworks.com/,Condiments,Tidewater,Dare
389,Pinetop Distillery,1053 E Whitaker Mill Rd,Raleigh,888-261-5287,spirits@pinetopdistillery.com,https://www.pinetopdistillery.com/,Spirits,Piedmont,Wake
390,Carden Farms Soaps,204 King Dr,Franklinton,919-570-0745,cardenfarmssoap@mindspring.com,http://www.cardenfarmsnc.com/,Health & Beauty,Piedmont,Franklin
391,Coinhole,,Lattimore,,jackson@coinhole.com,https://www.coinhole.com/,Novelty,Mountains,Cleveland
392,Crazy Coolers,6002 Triangle Dr,Raleigh,919-624-8229,crazycoolers@icloud.com,https://crazycoolers.com/,Novelty,Piedmont,Raleigh
393,Gone Jerky,164 Emily Ann Dr,Winston-Salem,336-906-9096,,http://gonejerky.com/,Snacks,Piedmont,Forsyth
394,Grahams Goods,,Garner,919-455-1757,,http://grahams-goods.com/,Home,Piedmont,Wake
395,Happy Scraps,9216 Burt Rd,Fuquay-Varina,919-812-7814,jchap1968@yahoo.com,http://happyscraps.net/,Art,Piedmont,Wake
396,Ivegotahammer,2016 Hall's Mill Rd,Efland,919-730-8466,ivegotahammer@hotmail.com,http://ivegotahammer.com/,Art,Piedmont,Wake
397,Larry's Coffee,1507 Gavin St,Raleigh,919-828-1234,,https://larryscoffee.com/,Coffee,Piedmont,Wake
398,The Noble Woodsman,5213 Western Blvd,Raleigh,910-617-7709,contact@noblewoodsman.com,http://noblewoodsman.com/,Health & Beauty,Piedmont,Wake
399,O.A.C. City Watches,,,919-740-4512,,https://www.oaccitywatches.com/,Home,Piedmont,Wake
400,R.H. Jensen Game Calls,913 Greenhowe Dr,Wilmington,910-231-6865,,https://rhjensengamecalls.com/,Novelty,Tidewater,New Hanover
401,Rising Smoke Sauceworks,PO Box 345,Efland,919-590-0472,,https://risingsmokesauce.com/,Condiments,Piedmont,Orange
402,Tonya's Cookies,405 W Rosemary St,Chapel Hill,984-234-0445,tonyascookies@gmail.com,http://www.tonyascookies.com/,Sweets,Piedmont,Orange
403,Wise Beards & Grooming,,Mocksville,336-754-9584,wisebeards@yahoo.com,https://www.wisebeardsandgrooming.com/,Health & Beauty,Piedmont,Davie
404,Southern Supreme ,1699 Hoyt Scott Rd,Bear Creek,877-815-0922,sosupreme@rtmc.net,http://www.southernsupreme.com/,Sweets,Piedmont,Chatham
405,Simplicity Sofa,414 Grayson St,High Point,800-813-2889,sales@simplicitysofas.com,https://www.simplicitysofas.com,Furniture,Piedmont,Guilford
406,Carolina Kettle,5205 Hillsborough St Ste 101,Raleigh,855-916-7622,info@1in6snacks.com,https://www.carolinakettle.com/,Snacks,Piedmont,Wake
